"Downloaded on",05/09/2020,"21:07:08 EDT"
"Search URL",https://www.congress.gov/search?q=%7B%22source%22%3A%22members%22%2C%22chamber%22%3A%22Senate%22%7D

Name,URL,State,District,Party,Terms
"Senator Hutchison, Kay Bailey",https://www.congress.gov/member/kay-hutchison/H001016,Texas,,Republican,"Senate: 1993-2013"
"Senator Hyde-Smith, Cindy",https://www.congress.gov/member/cindy-hyde-smith/H001079,Mississippi,,Republican,"Senate: 2018-Present"
"Senator Inhofe, James M.",https://www.congress.gov/member/jim-inhofe/I000024,Oklahoma,,Republican,"Senate: 1994-Present | House: 1987-1995"
"Senator Inouye, Daniel K.",https://www.congress.gov/member/daniel-inouye/I000025,Hawaii,,Democratic,"Senate: 1963-2012 | House: 1959-1963"
"Senator Isakson, Johnny",https://www.congress.gov/member/johnny-isakson/I000055,Georgia,,Republican,"Senate: 2005-2019 | House: 1999-2005"
"Senator Jackson, Henry M.",https://www.congress.gov/member/henry-jackson/J000013,Washington,,Democratic,"Senate: 1953-1985 | House: 1941-1953"
"Senator Javits, Jacob K.",https://www.congress.gov/member/jacob-javits/J000064,"New York",,Republican,"Senate: 1957-1981 | House: 1947-1955"
"Senator Jeffords, James M.",https://www.congress.gov/member/james-jeffords/J000072,Vermont,,Independent,"Senate: 1989-2007 | House: 1975-1989"
"Senator Jepsen, Roger W.",https://www.congress.gov/member/roger-jepsen/J000101,Iowa,,Republican,"Senate: 1979-1985"
"Senator Johanns, Mike",https://www.congress.gov/member/mike-johanns/J000291,Nebraska,,Republican,"Senate: 2009-2015"
"Senator Johnson, Ron",https://www.congress.gov/member/ron-johnson/J000293,Wisconsin,,Republican,"Senate: 2011-Present"
"Senator Johnson, Tim",https://www.congress.gov/member/tim-johnson/J000177,"South Dakota",,Democratic,"Senate: 1997-2015 | House: 1987-1997"
"Senator Johnston, J. Bennett",https://www.congress.gov/member/john-johnston/J000189,Louisiana,,Democratic,"Senate: 1971-1997"
"Senator Jones, Doug ",https://www.congress.gov/member/doug-jones/J000300,Alabama,,Democratic,"Senate: 2018-Present"
"Senator Kaine, Tim",https://www.congress.gov/member/timothy-kaine/K000384,Virginia,,Democratic,"Senate: 2013-Present"
"Senator Karnes, David K.",https://www.congress.gov/member/david-karnes/K000011,Nebraska,,Republican,"Senate: 1987-1989"
"Senator Kassebaum, Nancy Landon",https://www.congress.gov/member/nancy-kassebaum/K000017,Kansas,,Republican,"Senate: 1979-1997"
"Senator Kasten, Robert W., Jr.",https://www.congress.gov/member/robert-kasten/K000019,Wisconsin,,Republican,"Senate: 1981-1993 | House: 1975-1979"
"Senator Kaufman, Edward E.",https://www.congress.gov/member/edward-kaufman/K000373,Delaware,,Democratic,"Senate: 2009-2010"
"Senator Kempthorne, Dirk",https://www.congress.gov/member/dirk-kempthorne/K000088,Idaho,,Republican,"Senate: 1993-1999"
"Senator Kennedy, Edward M.",https://www.congress.gov/member/edward-kennedy/K000105,Massachusetts,,Democratic,"Senate: 1961-2009"
"Senator Kennedy, John",https://www.congress.gov/member/john-kennedy/K000393,Louisiana,,Republican,"Senate: 2017-Present"
"Senator Kerrey, J. Robert",https://www.congress.gov/member/j-kerrey/K000146,Nebraska,,Democratic,"Senate: 1989-2001"
"Senator Kerry, John F.",https://www.congress.gov/member/john-kerry/K000148,Massachusetts,,Democratic,"Senate: 1985-2013"
"Senator King, Angus S., Jr.",https://www.congress.gov/member/angus-king/K000383,Maine,,Independent,"Senate: 2013-Present"
"Senator Kirk, Mark Steven",https://www.congress.gov/member/mark-kirk/K000360,Illinois,,Republican,"Senate: 2010-2017 | House: 2001-2010"
"Senator Kirk, Paul Grattan, Jr.",https://www.congress.gov/member/paul-kirk/K000374,Massachusetts,,Democratic,"Senate: 2009-2010"
"Senator Klobuchar, Amy",https://www.congress.gov/member/amy-klobuchar/K000367,Minnesota,,Democratic,"Senate: 2007-Present"
"Senator Kohl, Herb",https://www.congress.gov/member/herbert-kohl/K000305,Wisconsin,,Democratic,"Senate: 1989-2013"
"Senator Krueger, Robert C.",https://www.congress.gov/member/robert-krueger/K000333,Texas,,Democratic,"Senate: 1993-1995 | House: 1975-1979"
"Senator Kyl, Jon",https://www.congress.gov/member/jon-kyl/K000352,Arizona,,Republican,"Senate: 1995-2013, 2018-2019 | House: 1987-1995"
"Senator Landrieu, Mary L.",https://www.congress.gov/member/mary-landrieu/L000550,Louisiana,,Democratic,"Senate: 1997-2015"
"Senator Lankford, James",https://www.congress.gov/member/james-lankford/L000575,Oklahoma,,Republican,"Senate: 2015-Present | House: 2011-2015"
"Senator Lautenberg, Frank R.",https://www.congress.gov/member/frank-lautenberg/L000123,"New Jersey",,Democratic,"Senate: 1983-2001, 2003-2013"
"Senator Laxalt, Paul D.",https://www.congress.gov/member/paul-laxalt/L000148,Nevada,,Republican,"Senate: 1973-1987"
"Senator Leahy, Patrick J.",https://www.congress.gov/member/patrick-leahy/L000174,Vermont,,Democratic,"Senate: 1975-Present"
"Senator Lee, Mike",https://www.congress.gov/member/mike-lee/L000577,Utah,,Republican,"Senate: 2011-Present"
"Senator LeMieux, George S.",https://www.congress.gov/member/george-lemieux/L000572,Florida,,Republican,"Senate: 2009-2011"
"Senator Levin, Carl",https://www.congress.gov/member/carl-levin/L000261,Michigan,,Democratic,"Senate: 1979-2015"
"Senator Lieberman, Joseph I.",https://www.congress.gov/member/joseph-lieberman/L000304,Connecticut,,"Independent Democrat","Senate: 1989-2013"
"Senator Lincoln, Blanche L.",https://www.congress.gov/member/blanche-lincoln/L000035,Arkansas,,Democratic,"Senate: 1999-2011 | House: 1993-1997"
"Senator Loeffler, Kelly",https://www.congress.gov/member/kelly-loeffler/L000594,Georgia,,Republican,"Senate: 2020-Present"
"Senator Long, Russell B.",https://www.congress.gov/member/russell-long/L000428,Louisiana,,Democratic,"Senate: 1947-1987"
"Senator Lott, Trent",https://www.congress.gov/member/chester-lott/L000447,Mississippi,,Republican,"Senate: 1989-2007 | House: 1973-1989"
"Senator Lugar, Richard G.",https://www.congress.gov/member/richard-lugar/L000504,Indiana,,Republican,"Senate: 1977-2013"
"Senator Mack, Connie, III",https://www.congress.gov/member/connie-mack/M000019,Florida,,Republican,"Senate: 1989-2001 | House: 1983-1989"
"Senator Magnuson, Warren G.",https://www.congress.gov/member/warren-magnuson/M000053,Washington,,Democratic,"Senate: 1945-1981 | House: 1937-1943"
"Senator Manchin, Joe, III",https://www.congress.gov/member/joe-manchin/M001183,"West Virginia",,Democratic,"Senate: 2010-Present"
"Senator Mansfield, Mike",https://www.congress.gov/member/michael-mansfield/M000113,Montana,,Democratic,"Senate: 1953-1977 | House: 1943-1953"
"Senator Markey, Edward J.",https://www.congress.gov/member/edward-markey/M000133,Massachusetts,,Democratic,"Senate: 2013-Present | House: 1977-2013"
"Senator Martinez, Mel",https://www.congress.gov/member/mel-martinez/M001162,Florida,,Republican,"Senate: 2005-2009"
"Senator Mathews, Harlan",https://www.congress.gov/member/harlan-mathews/M000236,Tennessee,,Democratic,"Senate: 1993-1995"
"Senator Mathias, Charles McC., Jr.",https://www.congress.gov/member/charles-mathias/M000241,Maryland,,Republican,"Senate: 1973-1987 | House: 1961-1969"
"Senator Matsunaga, Spark M.",https://www.congress.gov/member/spark-matsunaga/M000250,Hawaii,,Democratic,"Senate: 1977-1991 | House: 1963-1977"
"Senator Mattingly, Mack",https://www.congress.gov/member/mack-mattingly/M000257,Georgia,,Republican,"Senate: 1981-1987"
"Senator McCain, John",https://www.congress.gov/member/john-mccain/M000303,Arizona,,Republican,"Senate: 1987-2018 | House: 1983-1987"
"Senator McCaskill, Claire",https://www.congress.gov/member/claire-mccaskill/M001170,Missouri,,Democratic,"Senate: 2007-2019"
"Senator McClellan, John L.",https://www.congress.gov/member/john-mcclellan/M000332,Arkansas,,Democratic,"Senate: 1973-1979 | House: 1935-1939"
"Senator McClure, James A.",https://www.congress.gov/member/james-mcclure/M000346,Idaho,,Republican,"Senate: 1973-1991 | House: 1967-1973"
"Senator McConnell, Mitch",https://www.congress.gov/member/mitch-mcconnell/M000355,Kentucky,,Republican,"Senate: 1985-Present"
"Senator McGee, Gale W.",https://www.congress.gov/member/gale-mcgee/M000445,Wyoming,,Democratic,"Senate: 1959-1977"
"Senator McGovern, George",https://www.congress.gov/member/george-mcgovern/M000452,"South Dakota",,Democratic,"Senate: 1963-1981 | House: 1957-1961"
"Senator McIntyre, Thomas J.",https://www.congress.gov/member/thomas-mcintyre/M000486,"New Hampshire",,Democratic,"Senate: 1961-1979"
"Senator McSally, Martha",https://www.congress.gov/member/martha-mcsally/M001197,Arizona,,Republican,"Senate: 2019-Present | House: 2015-2019"
"Senator Melcher, John",https://www.congress.gov/member/john-melcher/M000635,Montana,,Democratic,"Senate: 1977-1989 | House: 1969-1977"
"Senator Menendez, Robert",https://www.congress.gov/member/robert-menendez/M000639,"New Jersey",,Democratic,"Senate: 2006-Present | House: 1993-2006"
"Senator Merkley, Jeff",https://www.congress.gov/member/jeff-merkley/M001176,Oregon,,Democratic,"Senate: 2009-Present"
"Senator Metcalf, Lee",https://www.congress.gov/member/lee-metcalf/M000671,Montana,,Democratic,"Senate: 1961-1979 | House: 1953-1961"
"Senator Metzenbaum, Howard M.",https://www.congress.gov/member/howard-metzenbaum/M000678,Ohio,,Democratic,"Senate: 1973-1975, 1977-1995"
"Senator Mikulski, Barbara A.",https://www.congress.gov/member/barbara-mikulski/M000702,Maryland,,Democratic,"Senate: 1987-2017 | House: 1977-1987"
"Senator Miller, Zell",https://www.congress.gov/member/zell-miller/M001141,Georgia,,Democratic,"Senate: 2000-2005"
"Senator Mitchell, George J.",https://www.congress.gov/member/george-mitchell/M000811,Maine,,Democratic,"Senate: 1979-1995"
"Senator Mondale, Walter F.",https://www.congress.gov/member/walter-mondale/M000851,Minnesota,,Democratic,"Senate: 1963-1977"
"Senator Montoya, Joseph M.",https://www.congress.gov/member/joseph-montoya/M000876,"New Mexico",,Democratic,"Senate: 1963-1977 | House: 1957-1963"
"Senator Moran, Jerry",https://www.congress.gov/member/jerry-moran/M000934,Kansas,,Republican,"Senate: 2011-Present | House: 1997-2011"
"Senator Morgan, Robert B.",https://www.congress.gov/member/robert-morgan/M000956,"North Carolina",,Democratic,"Senate: 1975-1981"
"Senator Moseley-Braun, Carol",https://www.congress.gov/member/carol-moseley-braun/M001025,Illinois,,Democratic,"Senate: 1993-1999"
"Senator Moss, Frank E.",https://www.congress.gov/member/frank-moss/M001033,Utah,,Democratic,"Senate: 1959-1977"
"Senator Moynihan, Daniel Patrick",https://www.congress.gov/member/daniel-moynihan/M001054,"New York",,Democratic,"Senate: 1977-2001"
"Senator Murkowski, Frank H.",https://www.congress.gov/member/frank-murkowski/M001085,Alaska,,Republican,"Senate: 1981-2002"
"Senator Murkowski, Lisa",https://www.congress.gov/member/lisa-murkowski/M001153,Alaska,,Republican,"Senate: 2003-Present"
"Senator Murphy, Christopher",https://www.congress.gov/member/christopher-murphy/M001169,Connecticut,,Democratic,"Senate: 2013-Present | House: 2007-2013"
"Senator Murray, Patty",https://www.congress.gov/member/patty-murray/M001111,Washington,,Democratic,"Senate: 1993-Present"
"Senator Muskie, Edmund S.",https://www.congress.gov/member/edmund-muskie/M001121,Maine,,Democratic,"Senate: 1959-1981"
"Senator Nelson, Ben",https://www.congress.gov/member/e-nelson/N000180,Nebraska,,Democratic,"Senate: 2001-2013"
"Senator Nelson, Bill",https://www.congress.gov/member/clarence-nelson/N000032,Florida,,Democratic,"Senate: 2001-2019 | House: 1979-1991"
"Senator Nelson, Gaylord",https://www.congress.gov/member/gaylord-nelson/N000033,Wisconsin,,Democratic,"Senate: 1963-1981"
"Senator Nickles, Don",https://www.congress.gov/member/donald-nickles/N000102,Oklahoma,,Republican,"Senate: 1981-2005"
"Senator Nunn, Sam",https://www.congress.gov/member/samuel-nunn/N000171,Georgia,,Democratic,"Senate: 1971-1997"
"Senator Obama, Barack",https://www.congress.gov/member/barack-obama/O000167,Illinois,,Democratic,"Senate: 2005-2008"
"Senator Packwood, Bob",https://www.congress.gov/member/robert-packwood/P000009,Oregon,,Republican,"Senate: 1969-1997"
"Senator Pastore, John O.",https://www.congress.gov/member/john-pastore/P000100,"Rhode Island",,Democratic,"Senate: 1949-1977"
"Senator Paul, Rand",https://www.congress.gov/member/rand-paul/P000603,Kentucky,,Republican,"Senate: 2011-Present"
"Senator Pearson, James B.",https://www.congress.gov/member/james-pearson/P000166,Kansas,,Republican,"Senate: 1961-1979"
"Senator Pell, Claiborne",https://www.congress.gov/member/claiborne-pell/P000193,"Rhode Island",,Democratic,"Senate: 1961-1997"
"Representative Pepper, Claude",https://www.congress.gov/member/claude-pepper/P000218,Florida,18,Democratic,"Senate: 1935-1951 | House: 1963-1991"
"Senator Percy, Charles H.",https://www.congress.gov/member/charles-percy/P000222,Illinois,,Republican,"Senate: 1967-1985"
"Senator Perdue, David",https://www.congress.gov/member/david-perdue/P000612,Georgia,,Republican,"Senate: 2015-Present"
"Senator Peters, Gary C.",https://www.congress.gov/member/gary-peters/P000595,Michigan,,Democratic,"Senate: 2015-Present | House: 2009-2015"
"Senator Portman, Rob",https://www.congress.gov/member/rob-portman/P000449,Ohio,,Republican,"Senate: 2011-Present | House: 1993-2007"
"Senator Pressler, Larry",https://www.congress.gov/member/larry-pressler/P000513,"South Dakota",,Republican,"Senate: 1979-1997 | House: 1975-1979"
"Senator Proxmire, William",https://www.congress.gov/member/william-proxmire/P000553,Wisconsin,,Democratic,"Senate: 1957-1989"
"Senator Pryor, David H.",https://www.congress.gov/member/david-pryor/P000556,Arkansas,,Democratic,"Senate: 1979-1997 | House: 1965-1973"
"Senator Pryor, Mark L.",https://www.congress.gov/member/mark-pryor/P000590,Arkansas,,Democratic,"Senate: 2003-2015"
"Senator Quayle, Dan",https://www.congress.gov/member/john-quayle/Q000007,Indiana,,Republican,"Senate: 1981-1991 | House: 1977-1981"
"Senator Randolph, Jennings",https://www.congress.gov/member/jennings-randolph/R000046,"West Virginia",,Democratic,"Senate: 1957-1985 | House: 1933-1947"
"Senator Reed, Jack",https://www.congress.gov/member/john-reed/R000122,"Rhode Island",,Democratic,"Senate: 1997-Present | House: 1991-1997"
"Senator Reid, Harry",https://www.congress.gov/member/harry-reid/R000146,Nevada,,Democratic,"Senate: 1987-2017 | House: 1983-1987"
"Senator Ribicoff, Abraham A.",https://www.congress.gov/member/abraham-ribicoff/R000191,Connecticut,,Democratic,"Senate: 1963-1981 | House: 1949-1953"
"Senator Riegle, Donald W., Jr.",https://www.congress.gov/member/donald-riegle/R000249,Michigan,,Democratic,"Senate: 1977-1995 | House: 1967-1977"
"Senator Risch, James E.",https://www.congress.gov/member/james-risch/R000584,Idaho,,Republican,"Senate: 2009-Present"
"Senator Robb, Charles S.",https://www.congress.gov/member/charles-robb/R000295,Virginia,,Democratic,"Senate: 1989-2001"
"Senator Roberts, Pat",https://www.congress.gov/member/pat-roberts/R000307,Kansas,,Republican,"Senate: 1997-Present | House: 1981-1997"
"Senator Rockefeller, John D., IV",https://www.congress.gov/member/jay-rockefeller/R000361,"West Virginia",,Democratic,"Senate: 1985-2015"
"Senator Romney, Mitt ",https://www.congress.gov/member/mitt-romney/R000615,Utah,,Republican,"Senate: 2019-Present"
"Senator Rosen, Jacky",https://www.congress.gov/member/jacklyn-rosen/R000608,Nevada,,Democratic,"Senate: 2019-Present | House: 2017-2019"
"Senator Roth Jr., William V.",https://www.congress.gov/member/william-roth/R000460,Delaware,,Republican,"Senate: 1969-2001 | House: 1967-1969"
"Senator Rounds, Mike ",https://www.congress.gov/member/mike-rounds/R000605,"South Dakota",,Republican,"Senate: 2015-Present"
"Senator Rubio, Marco",https://www.congress.gov/member/marco-rubio/R000595,Florida,,Republican,"Senate: 2011-Present"
"Senator Rudman, Warren",https://www.congress.gov/member/warren-rudman/R000497,"New Hampshire",,Republican,"Senate: 1981-1993"
"Senator Salazar, Ken",https://www.congress.gov/member/ken-salazar/S001163,Colorado,,Democratic,"Senate: 2005-2009"
"Senator Sanders, Bernard",https://www.congress.gov/member/bernard-sanders/S000033,Vermont,,Independent,"Senate: 2007-Present | House: 1991-2007"
"Senator Sanford, Terry",https://www.congress.gov/member/terry-sanford/S000055,"North Carolina",,Democratic,"Senate: 1985-1993"
"Senator Santorum, Rick",https://www.congress.gov/member/rick-santorum/S000059,Pennsylvania,,Republican,"Senate: 1995-2007 | House: 1991-1995"
"Senator Sarbanes, Paul S.",https://www.congress.gov/member/paul-sarbanes/S000064,Maryland,,Democratic,"Senate: 1977-2007 | House: 1971-1977"
"Senator Sasse, Ben ",https://www.congress.gov/member/ben-sasse/S001197,Nebraska,,Republican,"Senate: 2015-Present"
"Senator Sasser, Jim",https://www.congress.gov/member/james-sasser/S000068,Tennessee,,Democratic,"Senate: 1977-1995"
"Senator Saxbe, William B.",https://www.congress.gov/member/william-saxbe/S000096,Ohio,,Republican,"Senate: 1969-1975"
"Senator Schatz, Brian",https://www.congress.gov/member/brian-schatz/S001194,Hawaii,,Democratic,"Senate: 2012-Present"
"Senator Schmitt, Harrison H.",https://www.congress.gov/member/harrison-schmitt/S000132,"New Mexico",,Republican,"Senate: 1977-1983"
"Senator Schumer, Charles E.",https://www.congress.gov/member/charles-schumer/S000148,"New York",,Democratic,"Senate: 1999-Present | House: 1981-1999"
"Senator Schweiker, Richard S.",https://www.congress.gov/member/richard-schweiker/S000159,Pennsylvania,,Republican,"Senate: 1969-1981 | House: 1961-1969"
"Senator Scott, Hugh",https://www.congress.gov/member/hugh-scott/S000174,Pennsylvania,,Republican,"Senate: 1959-1977 | House: 1941-1945, 1947-1959"
"Senator Scott, Rick ",https://www.congress.gov/member/rick-scott/S001217,Florida,,Republican,"Senate: 2019-Present"
"Senator Scott, Tim",https://www.congress.gov/member/tim-scott/S001184,"South Carolina",,Republican,"Senate: 2013-Present | House: 2011-2013"
"Senator Scott, William Lloyd",https://www.congress.gov/member/william-scott/S000189,Virginia,,Republican,"Senate: 1973-1979 | House: 1967-1973"
"Senator Sessions, Jeff",https://www.congress.gov/member/jeff-sessions/S001141,Alabama,,Republican,"Senate: 1997-2017"
"Senator Seymour, John",https://www.congress.gov/member/john-seymour/S000269,California,,Republican,"Senate: 1991-1993"
"Senator Shaheen, Jeanne",https://www.congress.gov/member/jeanne-shaheen/S001181,"New Hampshire",,Democratic,"Senate: 2009-Present"
"Senator Shelby, Richard C.",https://www.congress.gov/member/richard-shelby/S000320,Alabama,,Republican,"Senate: 1987-Present | House: 1979-1987"
"Senator Simon, Paul",https://www.congress.gov/member/paul-simon/S000423,Illinois,,Democratic,"Senate: 1985-1997 | House: 1975-1985"
"Senator Simpson, Alan K.",https://www.congress.gov/member/alan-simpson/S000429,Wyoming,,Republican,"Senate: 1979-1997"
"Senator Sinema, Kyrsten",https://www.congress.gov/member/kyrsten-sinema/S001191,Arizona,,Democratic,"Senate: 2019-Present | House: 2013-2019"
"Senator Smith, Bob",https://www.congress.gov/member/robert-smith/S000606,"New Hampshire",,Republican,"Senate: 1991-2003 | House: 1985-1991"
"Senator Smith, Gordon H.",https://www.congress.gov/member/gordon-smith/S001142,Oregon,,Republican,"Senate: 1997-2009"
"Senator Smith, Tina ",https://www.congress.gov/member/tina-smith/S001203,Minnesota,,Democratic,"Senate: 2018-Present"
"Senator Snowe, Olympia J.",https://www.congress.gov/member/olympia-snowe/S000663,Maine,,Republican,"Senate: 1995-2013 | House: 1979-1995"
"Senator Sparkman, John J.",https://www.congress.gov/member/john-sparkman/S000701,Alabama,,Democratic,"Senate: 1945-1979 | House: 1937-1945"
"Senator Specter, Arlen",https://www.congress.gov/member/arlen-specter/S000709,Pennsylvania,,Democratic,"Senate: 1981-2011"
"Senator Stabenow, Debbie",https://www.congress.gov/member/deborah-stabenow/S000770,Michigan,,Democratic,"Senate: 2001-Present | House: 1997-2001"
"Senator Stafford, Robert T.",https://www.congress.gov/member/robert-stafford/S000776,Vermont,,Republican,"Senate: 1971-1989 | House: 1961-1971"
"Senator Stennis, John C.",https://www.congress.gov/member/john-stennis/S000852,Mississippi,,Democratic,"Senate: 1947-1989"
"Senator Stevens, Ted",https://www.congress.gov/member/theodore-stevens/S000888,Alaska,,Republican,"Senate: 1967-2009"
"Senator Stevenson, Adlai E., III",https://www.congress.gov/member/adlai-stevenson/S000890,Illinois,,Democratic,"Senate: 1969-1981"
"Senator Stewart, Donald",https://www.congress.gov/member/donald-stewart/S000907,Alabama,,Democratic,"Senate: 1977-1981"
"Senator Stone, Richard (Dick)",https://www.congress.gov/member/richard-stone/S000962,Florida,,Democratic,"Senate: 1975-1981"
"Senator Strange, Luther",https://www.congress.gov/member/luther-strange/S001202,Alabama,,Republican,"Senate: 2017-2018"
"Senator Sullivan, Dan ",https://www.congress.gov/member/dan-sullivan/S001198,Alaska,,Republican,"Senate: 2015-Present"
"Senator Sununu, John E.",https://www.congress.gov/member/john-sununu/S001078,"New Hampshire",,Republican,"Senate: 2003-2009 | House: 1997-2003"
"Senator Symington, Stuart",https://www.congress.gov/member/william-symington/S001136,Missouri,,Democratic,"Senate: 1953-1977"
"Senator Symms, Steven D.",https://www.congress.gov/member/steven-symms/S001138,Idaho,,Republican,"Senate: 1981-1993 | House: 1973-1981"
"Senator Taft, Robert, Jr.",https://www.congress.gov/member/robert-taft/T000010,Ohio,,Republican,"Senate: 1971-1977 | House: 1963-1965, 1967-1971"
"Senator Talent, Jim",https://www.congress.gov/member/jim-talent/T000024,Missouri,,Republican,"Senate: 2002-2007 | House: 1993-2001"
"Senator Talmadge, Herman E.",https://www.congress.gov/member/herman-talmadge/T000035,Georgia,,Democratic,"Senate: 1957-1981"
"Senator Tester, Jon",https://www.congress.gov/member/jon-tester/T000464,Montana,,Democratic,"Senate: 2007-Present"
"Senator Thomas, Craig",https://www.congress.gov/member/craig-thomas/T000162,Wyoming,,Republican,"Senate: 1995-2007 | House: 1989-1995"
"Senator Thompson, Fred",https://www.congress.gov/member/fred-thompson/T000457,Tennessee,,Republican,"Senate: 1994-2003"
"Senator Thune, John",https://www.congress.gov/member/john-thune/T000250,"South Dakota",,Republican,"Senate: 2005-Present | House: 1997-2003"
"Senator Thurmond, Strom",https://www.congress.gov/member/james-thurmond/T000254,"South Carolina",,Republican,"Senate: 1953-2003"
"Senator Tillis, Thom",https://www.congress.gov/member/thomas-tillis/T000476,"North Carolina",,Republican,"Senate: 2015-Present"
"Senator Toomey, Pat",https://www.congress.gov/member/pat-toomey/T000461,Pennsylvania,,Republican,"Senate: 2011-Present | House: 1999-2005"
"Senator Torricelli, Robert G.",https://www.congress.gov/member/robert-torricelli/T000317,"New Jersey",,Democratic,"Senate: 1997-2003 | House: 1983-1997"
"Senator Tower, John G.",https://www.congress.gov/member/john-tower/T000322,Texas,,Republican,"Senate: 1961-1985"
"Senator Trible, Paul S., Jr.",https://www.congress.gov/member/paul-trible/T000367,Virginia,,Republican,"Senate: 1983-1989 | House: 1977-1983"
"Senator Tsongas, Paul E.",https://www.congress.gov/member/paul-tsongas/T000393,Massachusetts,,Democratic,"Senate: 1979-1985 | House: 1975-1979"
"Senator Tunney, John V.",https://www.congress.gov/member/john-tunney/T000410,California,,Democratic,"Senate: 1973-1977 | House: 1965-1973"
"Senator Udall, Mark",https://www.congress.gov/member/mark-udall/U000038,Colorado,,Democratic,"Senate: 2009-2015 | House: 1999-2009"
"Senator Udall, Tom",https://www.congress.gov/member/tom-udall/U000039,"New Mexico",,Democratic,"Senate: 2009-Present | House: 1999-2009"
"Senator Van Hollen, Chris",https://www.congress.gov/member/chris-van-hollen/V000128,Maryland,,Democratic,"Senate: 2017-Present | House: 2003-2017"
"Senator Vitter, David",https://www.congress.gov/member/david-vitter/V000127,Louisiana,,Republican,"Senate: 2005-2017 | House: 1999-2005"
"Senator Voinovich, George V.",https://www.congress.gov/member/george-voinovich/V000126,Ohio,,Republican,"Senate: 1999-2011"
"Senator Wallop, Malcolm",https://www.congress.gov/member/malcolm-wallop/W000092,Wyoming,,Republican,"Senate: 1977-1995"
"Senator Walsh, John E.",https://www.congress.gov/member/john-walsh/W000818,Montana,,Democratic,"Senate: 2014-2015"
"Senator Warner, John",https://www.congress.gov/member/john-warner/W000154,Virginia,,Republican,"Senate: 1979-2009"
"Senator Warner, Mark R.",https://www.congress.gov/member/mark-warner/W000805,Virginia,,Democratic,"Senate: 2009-Present"
"Senator Warren, Elizabeth",https://www.congress.gov/member/elizabeth-warren/W000817,Massachusetts,,Democratic,"Senate: 2013-Present"
"Senator Webb, Jim",https://www.congress.gov/member/james-webb/W000803,Virginia,,Democratic,"Senate: 2007-2013"
"Senator Weicker, Lowell P., Jr.",https://www.congress.gov/member/lowell-weicker/W000253,Connecticut,,Republican,"Senate: 1973-1989 | House: 1969-1971"
"Senator Wellstone, Paul D.",https://www.congress.gov/member/paul-wellstone/W000288,Minnesota,,Democratic,"Senate: 1991-2002"
"Senator Whitehouse, Sheldon",https://www.congress.gov/member/sheldon-whitehouse/W000802,"Rhode Island",,Democratic,"Senate: 2007-Present"
"Senator Wicker, Roger F.",https://www.congress.gov/member/roger-wicker/W000437,Mississippi,,Republican,"Senate: 2007-Present | House: 1995-2007"
"Senator Williams, Harrison A., Jr.",https://www.congress.gov/member/harrison-williams/W000502,"New Jersey",,Democratic,"Senate: 1959-1982 | House: 1953-1957"
"Senator Wilson, Pete",https://www.congress.gov/member/pete-wilson/W000607,California,,Republican,"Senate: 1983-1993"
"Senator Wirth, Timothy",https://www.congress.gov/member/timothy-wirth/W000647,Colorado,,Democratic,"Senate: 1987-1993 | House: 1975-1987"
"Senator Wofford, Harris",https://www.congress.gov/member/harris-wofford/W000665,Pennsylvania,,Democratic,"Senate: 1991-1995"
"Senator Wyden, Ron",https://www.congress.gov/member/ron-wyden/W000779,Oregon,,Democratic,"Senate: 1996-Present | House: 1981-1996"
"Senator Wyman, Louis C.",https://www.congress.gov/member/louis-wyman/W000782,"New Hampshire",,Republican,"Senate: 1974-1975 | House: 1963-1965, 1967-1974"
"Senator Young, Milton R.",https://www.congress.gov/member/milton-young/Y000047,"North Dakota",,Republican,"Senate: 1945-1981"
"Senator Young, Todd",https://www.congress.gov/member/todd-young/Y000064,Indiana,,Republican,"Senate: 2017-Present | House: 2011-2017"
"Senator Zorinsky, Edward",https://www.congress.gov/member/edward-zorinsky/Z000013,Nebraska,,Democratic,"Senate: 1977-1989"
