"uri","date","title","uin"
"http://data.parliament.uk/resources/1167607","2019-10-31","Motion to approve the draft Representation of the People (Annual Canvass) (Amendment) Regulations 2019","CD:2019-10-31:735"
"http://data.parliament.uk/resources/1166968","2019-10-29","Early Parliamentary General Election Bill (Business of the House): Stella Creasy's Amdt","CD:2019-10-29:732"
"http://data.parliament.uk/resources/1166996","2019-10-29","Early Parliamentary General Election Bill: Committee: Clause 1 Amdt 2","CD:2019-10-29:733"
"http://data.parliament.uk/resources/1166997","2019-10-29","Early Parliamentary General Election Bill: Third Reading","CD:2019-10-29:734"
"http://data.parliament.uk/resources/1156526","2019-10-28","That there shall be an early parliamentary general election ","CD:2019-10-28:731"
"http://data.parliament.uk/resources/1156065","2019-10-24","The Queen's Speech: the economy - Ian Blackford's amendment (h)","CD:2019-10-24:729"
"http://data.parliament.uk/resources/1156072","2019-10-24","The Queen's Speech: the economy - Jeremy Corbyn's amendment (g)","CD:2019-10-24:728"
"http://data.parliament.uk/resources/1156073","2019-10-24","The Queen's Speech: motion for an humble Address ","CD:2019-10-24:730"
"http://data.parliament.uk/resources/1151754","2019-10-23","Draft Freedom of Establishment and Free Movement of Services (EU Exit) Regulations 2019","CD:2019-10-23:724"
"http://data.parliament.uk/resources/1151755","2019-10-23","Draft Statutory Auditors, Third Country Auditors and International Accounting Standards (Amendment) (EU Exit) Regulations 2019","CD:2019-10-23:725"
"http://data.parliament.uk/resources/1151756","2019-10-23","Exiting the European Union (Financial Services) (Miscellaneous) (Amendment) (EU Exit) (No. 3) Regulations 2019","CD:2019-10-23:726"
"http://data.parliament.uk/resources/1151773","2019-10-23","The Queen's Speech: the NHS - Jeremy Corbyn's Amdt (f)","CD:2019-10-23:727"
"http://data.parliament.uk/resources/1151277","2019-10-22","Second Reading: European Union (Withdrawal Agreement) Bill","CD:2019-10-22:722"
"http://data.parliament.uk/resources/1151278","2019-10-22","Programme: European Union (Withdrawal Agreement) Bill","CD:2019-10-22:723"
"http://data.parliament.uk/resources/1150744","2019-10-19","Mr Letwin's Amendment (a) to the Government's motion on section 1(1)(a) of the European Union (Withdrawal) (No.2) Act 2019 and section 13(1)(b) of the European Union (Withdrawal) Act 2018","CD:2019-10-19:721"
"http://data.parliament.uk/resources/1150258","2019-10-17","Business of the House (Saturday 19 October) Amendment (a)","CD:2019-10-17:720"
"http://data.parliament.uk/resources/1149148","2019-10-15","Exiting the European Union (Air Quality)","CD:2019-10-15:719"
"http://data.parliament.uk/resources/1146388","2019-09-26","Motion on Conference Adjournment","CD:2019-09-26:718"
"http://data.parliament.uk/resources/1145407","2019-09-10","That there shall be an early parliamentary general elecion (No. 2 motion)","CD:2019-09-10:717"
"http://data.parliament.uk/resources/1145404","2019-09-09","Standing Order No. 24 motion: Prorogation and disclosure of communication ","CD:2019-09-09:716"
"http://data.parliament.uk/resources/1145408","2019-09-09","That there shall be an early parliamentary general election (No. 2 motion)","CD:2019-09-09:717"
"http://data.parliament.uk/resources/1144575","2019-09-04","European Union (Withdrawal) (No. 6) Bill: Second Reading ","CD:2019-09-04:712"
"http://data.parliament.uk/resources/1144583","2019-09-04","Amendment 19 to the European Union (Withdrawal) (No. 6) Bill","CD:2019-09-04:713"
"http://data.parliament.uk/resources/1144584","2019-09-04","European Union (Withdrawal) (No. 6) Bill: Third Reading","CD:2019-09-04:714"
"http://data.parliament.uk/resources/1144587","2019-09-04","That there shall be an early parliamentary general election ","CD:2019-09-04:715"
"http://data.parliament.uk/resources/1144062","2019-09-03","European Union (Withdrawal): Sir Oliver Letwin's motion submitted under Standing Order No. 24","CD:2019-09-03:711"
"http://data.parliament.uk/resources/1140119","2019-07-18","Amendment (a) to Lords Amendment 1 to the Northern Ireland (Executive Formation) Bill","CD:2019-07-18:708"
"http://data.parliament.uk/resources/1140140","2019-07-18","That this House agrees with Lords Amendments 2 to 18 to the Northern Ireland (Executive Formation) Bill ","CD:2019-07-18:710"
"http://data.parliament.uk/resources/1140141","2019-07-18","That this House disagrees with Lords Amendment 1, as amended, to the Northern Ireland (Executive Formation) Bill ","CD:2019-07-18:709"
"http://data.parliament.uk/resources/1139013","2019-07-15","High Speed Rail (West Midlands - Crewe) Bill: Report Stage New Clause 4","CD:2019-07-15:705"
"http://data.parliament.uk/resources/1139014","2019-07-15","High Speed Rail (West Midlands - Crewe) Bill: Report Stage New Clause 5","CD:2019-07-15:706"
"http://data.parliament.uk/resources/1139019","2019-07-15","High Speed Rail (West Midlands - Crewe) Bill: Third Reading","CD:2019-07-15:707"
"http://data.parliament.uk/resources/1137716","2019-07-09","Northern Ireland (Executive Formation) Bill: Committee of the whole House New Clause 1 (McGinn) ","CD:2019-07-09:699"
"http://data.parliament.uk/resources/1137717","2019-07-09","Northern Ireland (Executive Formation) Bill: Committee of the whole House New Clause 10 (Creasy) ","CD:2019-07-09:700"
"http://data.parliament.uk/resources/1137914","2019-07-09","Northern Ireland (Executive Formation) Bill: Committee of the whole House Amdt 6 (J Lewis) ","CD:2019-07-09:701"
"http://data.parliament.uk/resources/1137915","2019-07-09","Northern Ireland (Executive Formation) Bill: Committee of the whole House Amdt 15 (Grieve) ","CD:2019-07-09:702"
"http://data.parliament.uk/resources/1137916","2019-07-09","Northern Ireland (Executive Formation) Bill: Committee of the whole House Amdt 16 (Grieve) ","CD:2019-07-09:703"
"http://data.parliament.uk/resources/1137917","2019-07-09","Northern Ireland (Executive Formation) Bill: Committee of the whole House Amdt 17 (Grieve) ","CD:2019-07-09:704"
"http://data.parliament.uk/resources/1136149","2019-07-02","Department for Work and Pensions: Main Estimate 2019-20","CD:2019-07-02:694"
"http://data.parliament.uk/resources/1136150","2019-07-02","Main Estimates 2019-20: roll-up motion ","CD:2019-07-02:695"
"http://data.parliament.uk/resources/1134432","2019-06-25","Value Added Tax (Reduced Rate) (Energy-Saving Materials) Order 2019 (SI 2019 No. 958)","CD:2019-06-25:693"
"http://data.parliament.uk/resources/1133987","2019-06-24","Adjournment (Summer)","CD:2019-06-24:692"
"http://data.parliament.uk/resources/1133123","2019-06-19","Parliamentary Buildings (Restoration and Renewal) Bill: Report Stage: Amendment 1","CD:2019-06-19:690"
"http://data.parliament.uk/resources/1133124","2019-06-19","Parliamentary Buildings (Restoration and Renewal) Bill: Report Stage: Amendment 4","CD:2019-06-19:691"
"http://data.parliament.uk/resources/1131553","2019-06-12","Business of the House (United Kingdom's withdrawal from the European Union)","CD:2019-06-12:689"
"http://data.parliament.uk/resources/1130811","2019-06-10","National Insurance Contributions (Termination Awards etc.) Bill: Report Stage New Clause 5","CD:2019-06-10:687"
